family,reference,comparator,mean_mae_difference_full_precision,mean_mae_difference_ci_2_5,mean_mae_difference_ci_97_5,median_project_difference,wilcoxon_W,wilcoxon_p_raw,rank_biserial,corrected_repeated_cv_t,corrected_repeated_cv_df,corrected_repeated_cv_p_raw,corrected_standard_error,mean_test_train_ratio,positive_difference_means_comparator_has_lower_mae,wilcoxon_p_holm,corrected_repeated_cv_p_holm
temporal_provenance_sensitivity,strict6 Global,uncertain9 Global,112.480607047134,33.706968949148,200.200960528226,14.229749072012,55808,0.0415731963503961,0.105282565130261,2.40018565624787,49,0.0202308269040203,46.8746983030674,0.111111606038109,True,0.0831463927007922,0.0744309003369284
temporal_provenance_sensitivity,strict6 Global + MI,uncertain9 Global + MI,84.5992358826286,-8.11783452263499,178.055815402722,91.8379862608496,50489,0.00022577930846293,0.190557114228457,1.30077442933546,49,0.199419901982326,64.9744721502,0.111111606038109,True,0.000903117233851721,0.398839803964652
temporal_provenance_sensitivity,strict6 Quantile,uncertain9 Quantile,108.484734949761,28.9199981386014,191.75073612203,24.2231596825401,55197,0.0259230044256877,0.115078156312625,2.43436023948687,49,0.0186077250842321,44.5789247865391,0.111111606038109,True,0.0777690132770632,0.0744309003369284
temporal_provenance_sensitivity,strict6 Quantile + MI,uncertain9 Quantile + MI,19.5795486353672,-67.8130523151783,107.964193412179,18.8219748949081,61512,0.78885904986928,0.0138356713426854,0.3384099966662,49,0.736500039334611,57.1638398990415,0.111111606038109,True,0.78885904986928,0.736500039334611
