context,model,training_rows,features,best_parameters_json,best_inner_mae,model_seed,inner_seed,search_seed
scale_nested_et|strict6|Quantile + MI|3|4|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 300}",6070.028682713808,3066506409.0,631449291,148458259.0
benchmark|strict6|random_forest|3|4|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 500}",2684.34475627458,1336360385.0,119085465,2644858852.0
benchmark|strict6|xgboost|3|4|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.7}",2784.3703633007303,1443879255.0,1517767713,2057739051.0
benchmark|strict6|lightgbm|3|4|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_samples"": 10, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_lambda"": 5.0, ""subsample"": 0.8}",2707.025256801706,4086322560.0,2110381852,465792886.0
benchmark|strict6|stacking|3|4|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 1748506885, ""stack_cv_splits"": 5}",,,1748506885,
scale_nested_et|strict6|Global|3|5|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 500}",2597.306484881637,2241410855.0,2324969662,999629147.0
scale_nested_et|strict6|Global + MI|3|5|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 300}",2733.0583166814995,3212028543.0,3741437439,3783078224.0
scale_nested_et|strict6|Quantile|3|5|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 500}",779.9103141316494,3014076144.0,3414016367,3798866827.0
scale_nested_et|strict6|Quantile|3|5|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 300}",1612.6838905072498,977820428.0,301794023,887227143.0
scale_nested_et|strict6|Quantile|3|5|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 300}",5488.019844569671,920574620.0,2910128804,1098635572.0
scale_nested_et|strict6|Quantile + MI|3|5|Small,extra_trees,150,AFP;Enquiry;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",789.4084012556342,2453416108.0,3743482814,610822010.0
scale_nested_et|strict6|Quantile + MI|3|5|Medium,extra_trees,149,AFP;Output;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 500}",1616.9558146610655,3454415638.0,1266122130,2548111567.0
scale_nested_et|strict6|Quantile + MI|3|5|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",5463.943372345679,679324446.0,1470656616,3762446448.0
benchmark|strict6|random_forest|3|5|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 300}",2638.1705369688666,898224275.0,4060775537,3181506008.0
benchmark|strict6|xgboost|3|5|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 400, ""reg_alpha"": 1.0, ""reg_lambda"": 10.0, ""subsample"": 0.9}",2705.6281310042937,2125049164.0,2646845150,1368252078.0
benchmark|strict6|lightgbm|3|5|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 10, ""min_child_samples"": 10, ""n_estimators"": 400, ""num_leaves"": 7, ""reg_lambda"": 5.0, ""subsample"": 0.8}",2804.115171907501,1464971313.0,1409985232,2648727725.0
benchmark|strict6|stacking|3|5|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 840474861, ""stack_cv_splits"": 5}",,,840474861,
scale_nested_et|strict6|Global|3|6|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 300}",2691.3427073464495,714896701.0,970050348,803408477.0
scale_nested_et|strict6|Global + MI|3|6|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 500}",2541.0527812344076,41141298.0,314893614,646117880.0
scale_nested_et|strict6|Quantile|3|6|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 300}",784.0453179958963,275458638.0,3826366581,3551867668.0
scale_nested_et|strict6|Quantile|3|6|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 300}",1480.4067425275243,559909432.0,4259557256,2274266437.0
scale_nested_et|strict6|Quantile|3|6|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",5412.254866230695,1121794254.0,1551997936,1168724689.0
scale_nested_et|strict6|Quantile + MI|3|6|Small,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 500}",760.7421496228972,163840655.0,4287168934,2028271672.0
scale_nested_et|strict6|Quantile + MI|3|6|Medium,extra_trees,149,AFP;Input;Output,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",1456.2513679963988,2736818523.0,3050834782,2247924456.0
scale_nested_et|strict6|Quantile + MI|3|6|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",5283.557659444444,3731201026.0,4119596609,1443343246.0
benchmark|strict6|random_forest|3|6|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 300}",2559.6895514111875,4040314583.0,1153369695,1020628780.0
benchmark|strict6|xgboost|3|6|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.7}",2553.4000626427337,2436567184.0,323980015,1246775705.0
benchmark|strict6|lightgbm|3|6|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 10, ""min_child_samples"": 10, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_lambda"": 0.0, ""subsample"": 0.8}",2617.2420636985275,3345590240.0,3696266374,84881774.0
benchmark|strict6|stacking|3|6|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 2712446953, ""stack_cv_splits"": 5}",,,2712446953,
scale_nested_et|strict6|Global|3|7|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 300}",2483.9888206080177,3346513146.0,1840030557,3969812825.0
scale_nested_et|strict6|Global + MI|3|7|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 500}",2432.9062550648073,1164271206.0,4125403778,1217292711.0
scale_nested_et|strict6|Quantile|3|7|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 300}",767.7095969557258,1570168460.0,448437735,732936197.0
scale_nested_et|strict6|Quantile|3|7|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 500}",1638.6725695568268,3583894992.0,1154963434,839970343.0
scale_nested_et|strict6|Quantile|3|7|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 500}",4989.374517157936,2459739837.0,1504412911,2019910652.0
scale_nested_et|strict6|Quantile + MI|3|7|Small,extra_trees,150,Input;Output;Enquiry,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 300}",771.968861665004,4242015209.0,2229782269,2891212743.0
scale_nested_et|strict6|Quantile + MI|3|7|Medium,extra_trees,149,AFP;Output;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",1611.2781977355728,117646756.0,4259219994,2164293251.0
scale_nested_et|strict6|Quantile + MI|3|7|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 500}",5122.113577556905,1983715092.0,1871262394,259620095.0
benchmark|strict6|random_forest|3|7|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 500}",2438.293250979024,96505776.0,2219324471,170851055.0
benchmark|strict6|xgboost|3|7|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 3, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.7}",2564.086636819975,861758201.0,2835317627,508079876.0
benchmark|strict6|lightgbm|3|7|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_samples"": 10, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_lambda"": 5.0, ""subsample"": 1.0}",2466.897034046319,1928856671.0,1392312943,1368361933.0
benchmark|strict6|stacking|3|7|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 2751084576, ""stack_cv_splits"": 5}",,,2751084576,
scale_nested_et|strict6|Global|3|8|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 500}",2777.1963449583673,1653474793.0,3723768044,1143556756.0
scale_nested_et|strict6|Global + MI|3|8|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",2887.603068058204,1440126242.0,2062704508,1631200106.0
scale_nested_et|strict6|Quantile|3|8|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 300}",771.0913201720708,2316739146.0,2356994562,3692048571.0
scale_nested_et|strict6|Quantile|3|8|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 300}",1643.4365625367536,67585844.0,1465446317,147221902.0
scale_nested_et|strict6|Quantile|3|8|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 300}",5677.592004079511,2206080477.0,2807326795,3962865320.0
scale_nested_et|strict6|Quantile + MI|3|8|Small,extra_trees,150,Input;Output;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 500}",765.7591544073701,458663052.0,935150783,1337202612.0
scale_nested_et|strict6|Quantile + MI|3|8|Medium,extra_trees,149,AFP;Output;File,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 300}",1655.0257726004427,2517753196.0,1048885618,281579545.0
scale_nested_et|strict6|Quantile + MI|3|8|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500}",5713.560519999999,3783599615.0,3910737848,476935526.0
benchmark|strict6|random_forest|3|8|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 300}",2676.1391304664307,4117931867.0,2033147828,71894834.0
benchmark|strict6|xgboost|3|8|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",3020.1392621272894,364146366.0,1404648502,455463915.0
benchmark|strict6|lightgbm|3|8|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": -1, ""min_child_samples"": 10, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0, ""subsample"": 1.0}",2928.2201906326786,2823562151.0,1925846566,3481911381.0
benchmark|strict6|stacking|3|8|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 1618690738, ""stack_cv_splits"": 5}",,,1618690738,
scale_nested_et|strict6|Global|3|9|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",2758.7914226535777,1286742017.0,966404654,2999663213.0
scale_nested_et|strict6|Global + MI|3|9|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 500}",2718.0538564732165,3043336030.0,1711101637,4014904864.0
scale_nested_et|strict6|Quantile|3|9|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 500}",834.2029189455126,471706540.0,696507577,2327754090.0
scale_nested_et|strict6|Quantile|3|9|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 500}",1580.726411894564,350324907.0,3880562940,915443131.0
scale_nested_et|strict6|Quantile|3|9|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",5559.081705115898,1158253156.0,1389740845,4266962628.0
scale_nested_et|strict6|Quantile + MI|3|9|Small,extra_trees,150,AFP;Enquiry;File,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",812.8395599343497,6372681.0,3677086528,1084398319.0
scale_nested_et|strict6|Quantile + MI|3|9|Medium,extra_trees,149,AFP;Output;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 500}",1573.1188657188952,1826236486.0,1369237854,1317687007.0
scale_nested_et|strict6|Quantile + MI|3|9|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500}",5621.457891293371,2082034547.0,1235314251,871087858.0
benchmark|strict6|random_forest|3|9|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 500}",2726.376461355511,2928749276.0,2494421195,3090156219.0
benchmark|strict6|xgboost|3|9|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_alpha"": 0.1, ""reg_lambda"": 10.0, ""subsample"": 0.9}",2898.006311074299,2872967517.0,1899363136,3227836979.0
benchmark|strict6|lightgbm|3|9|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 400, ""num_leaves"": 15, ""reg_lambda"": 5.0, ""subsample"": 0.8}",2898.380567111508,2854875714.0,3531488360,938634294.0
benchmark|strict6|stacking|3|9|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 2885272546, ""stack_cv_splits"": 5}",,,2885272546,
scale_nested_et|strict6|Global|3|10|All,extra_trees,450,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",2543.927506804892,2316720065.0,3889775115,3456011671.0
scale_nested_et|strict6|Global + MI|3|10|All,extra_trees,450,AFP;Input;File,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500}",2694.58477747327,3072285942.0,1914538361,36563599.0
scale_nested_et|strict6|Quantile|3|10|Small,extra_trees,151,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 500}",721.9603392873383,671100205.0,3933905682,3874631359.0
scale_nested_et|strict6|Quantile|3|10|Medium,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 500}",1726.2942993832887,1564321690.0,3315547606,3943406864.0
scale_nested_et|strict6|Quantile|3|10|Large,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 300}",5429.098350846688,2699421976.0,2946685857,482069616.0
scale_nested_et|strict6|Quantile + MI|3|10|Small,extra_trees,151,Input;Output;Enquiry,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 300}",751.8291090861816,3644061607.0,2893511190,4098789764.0
scale_nested_et|strict6|Quantile + MI|3|10|Medium,extra_trees,150,AFP;Output;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 500}",1651.4723553502424,2594540441.0,2182844634,1791366120.0
scale_nested_et|strict6|Quantile + MI|3|10|Large,extra_trees,149,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 500}",5089.478689506856,1996501448.0,590171351,593436194.0
benchmark|strict6|random_forest|3|10|All,random_forest,450,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 300}",2588.5760461151162,1601901739.0,2312734732,1166141695.0
benchmark|strict6|xgboost|3|10|All,xgboost,450,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 1.0, ""reg_lambda"": 10.0, ""subsample"": 0.7}",2639.6853526475697,2487923675.0,2021634471,2261200758.0
benchmark|strict6|lightgbm|3|10|All,lightgbm,450,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 0.0, ""subsample"": 1.0}",2716.3304028656726,951803883.0,2012092966,3310801526.0
benchmark|strict6|stacking|3|10|All,stacking,450,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 1249199866, ""stack_cv_splits"": 5}",,,1249199866,
scale_nested_et|strict6|Global|4|1|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",2630.3210392094493,2677706594.0,3648638445,2657713987.0
scale_nested_et|strict6|Global + MI|4|1|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",2695.875324805523,4154066568.0,214437592,3180083666.0
scale_nested_et|strict6|Quantile|4|1|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 300}",815.8728165590754,3856673984.0,2628758448,3926986512.0
scale_nested_et|strict6|Quantile|4|1|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 300}",1720.3310929104493,3202913593.0,114249047,2795645112.0
scale_nested_et|strict6|Quantile|4|1|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 300}",5514.732444590493,2644839969.0,2610573361,3465750058.0
scale_nested_et|strict6|Quantile + MI|4|1|Small,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 500}",793.4777480561933,921408894.0,280433344,1718485002.0
scale_nested_et|strict6|Quantile + MI|4|1|Medium,extra_trees,149,AFP;Output;Interface,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",1621.2910470675688,1810808452.0,2224309336,4115261432.0
scale_nested_et|strict6|Quantile + MI|4|1|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 500}",5800.472866324388,717217291.0,3430140869,3297587246.0
benchmark|strict6|random_forest|4|1|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 300}",2639.044571939472,1131748962.0,625262642,4197661974.0
benchmark|strict6|xgboost|4|1|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 1.0}",2645.320858124257,1008803728.0,3810862945,1987861523.0
benchmark|strict6|lightgbm|4|1|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": -1, ""min_child_samples"": 10, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 0.0, ""subsample"": 1.0}",2701.1280212959277,361138371.0,306344269,4123987458.0
