context,model,training_rows,features,best_parameters_json,best_inner_mae,model_seed,inner_seed,search_seed
scale_fixed_et_sensitivity|strict6|Quantile + MI|3|9|Medium,fixed_extra_trees,149,AFP;Input;Output,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3012833670,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|3|9|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3158104684,,
scale_fixed_et_sensitivity|strict6|Global|3|10|All,fixed_extra_trees,450,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,906730330,,
scale_fixed_et_sensitivity|strict6|Global + MI|3|10|All,fixed_extra_trees,450,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,145290892,,
scale_fixed_et_sensitivity|strict6|Quantile|3|10|Small,fixed_extra_trees,151,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3472416378,,
scale_fixed_et_sensitivity|strict6|Quantile|3|10|Medium,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3113000662,,
scale_fixed_et_sensitivity|strict6|Quantile|3|10|Large,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3789999664,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|3|10|Small,fixed_extra_trees,151,AFP;Output;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,39390816,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|3|10|Medium,fixed_extra_trees,150,AFP;Output;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1269361578,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|3|10|Large,fixed_extra_trees,149,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1438327290,,
scale_fixed_et_sensitivity|strict6|Global|4|1|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1248331386,,
scale_fixed_et_sensitivity|strict6|Global + MI|4|1|All,fixed_extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,255043034,,
scale_fixed_et_sensitivity|strict6|Quantile|4|1|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,192188990,,
scale_fixed_et_sensitivity|strict6|Quantile|4|1|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,4151654488,,
scale_fixed_et_sensitivity|strict6|Quantile|4|1|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3128553536,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|1|Small,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,947263213,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|1|Medium,fixed_extra_trees,149,AFP;Output;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1198281244,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|1|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1515126106,,
scale_fixed_et_sensitivity|strict6|Global|4|2|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3355098766,,
scale_fixed_et_sensitivity|strict6|Global + MI|4|2|All,fixed_extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,796793116,,
scale_fixed_et_sensitivity|strict6|Quantile|4|2|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2771254323,,
scale_fixed_et_sensitivity|strict6|Quantile|4|2|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2659987273,,
scale_fixed_et_sensitivity|strict6|Quantile|4|2|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1348343672,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|2|Small,fixed_extra_trees,150,AFP;Enquiry;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,414928214,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|2|Medium,fixed_extra_trees,149,Output;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3714387362,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|2|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3563140205,,
scale_fixed_et_sensitivity|strict6|Global|4|3|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3099367526,,
scale_fixed_et_sensitivity|strict6|Global + MI|4|3|All,fixed_extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,708076934,,
scale_fixed_et_sensitivity|strict6|Quantile|4|3|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2430651743,,
scale_fixed_et_sensitivity|strict6|Quantile|4|3|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1410440085,,
scale_fixed_et_sensitivity|strict6|Quantile|4|3|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,4256349718,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|3|Small,fixed_extra_trees,150,AFP;Enquiry;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3905032396,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|3|Medium,fixed_extra_trees,149,AFP;Input;Output,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1035264110,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|3|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2265739393,,
scale_fixed_et_sensitivity|strict6|Global|4|4|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,227909554,,
scale_fixed_et_sensitivity|strict6|Global + MI|4|4|All,fixed_extra_trees,449,AFP;Enquiry;File,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1570702692,,
scale_fixed_et_sensitivity|strict6|Quantile|4|4|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1778423397,,
scale_fixed_et_sensitivity|strict6|Quantile|4|4|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3649239514,,
scale_fixed_et_sensitivity|strict6|Quantile|4|4|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1865920083,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|4|Small,fixed_extra_trees,150,Output;Enquiry;File,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3683278331,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|4|Medium,fixed_extra_trees,149,AFP;Output;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,613376878,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|4|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,774706275,,
scale_fixed_et_sensitivity|strict6|Global|4|5|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3956861874,,
scale_fixed_et_sensitivity|strict6|Global + MI|4|5|All,fixed_extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,348861173,,
scale_fixed_et_sensitivity|strict6|Quantile|4|5|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1515579074,,
scale_fixed_et_sensitivity|strict6|Quantile|4|5|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1278804716,,
scale_fixed_et_sensitivity|strict6|Quantile|4|5|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1006413820,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|5|Small,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2684743922,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|5|Medium,fixed_extra_trees,149,AFP;Output;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,4047583438,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|5|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2253804372,,
scale_fixed_et_sensitivity|strict6|Global|4|6|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1554843336,,
scale_fixed_et_sensitivity|strict6|Global + MI|4|6|All,fixed_extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,408428533,,
scale_fixed_et_sensitivity|strict6|Quantile|4|6|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3239373695,,
scale_fixed_et_sensitivity|strict6|Quantile|4|6|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3133155189,,
scale_fixed_et_sensitivity|strict6|Quantile|4|6|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1430759334,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|6|Small,fixed_extra_trees,150,AFP;Output;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3232623199,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|6|Medium,fixed_extra_trees,149,AFP;Input;Output,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,12727152,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|6|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3374426926,,
scale_fixed_et_sensitivity|strict6|Global|4|7|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,4057039820,,
scale_fixed_et_sensitivity|strict6|Global + MI|4|7|All,fixed_extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3034563527,,
scale_fixed_et_sensitivity|strict6|Quantile|4|7|Small,fixed_extra_trees,153,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2594322476,,
scale_fixed_et_sensitivity|strict6|Quantile|4|7|Medium,fixed_extra_trees,146,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3874351632,,
scale_fixed_et_sensitivity|strict6|Quantile|4|7|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3886156995,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|7|Small,fixed_extra_trees,153,Output;Enquiry;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1858278642,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|7|Medium,fixed_extra_trees,146,AFP;Output;File,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,600164607,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|7|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3534967003,,
scale_fixed_et_sensitivity|strict6|Global|4|8|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,684092034,,
scale_fixed_et_sensitivity|strict6|Global + MI|4|8|All,fixed_extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2017761347,,
scale_fixed_et_sensitivity|strict6|Quantile|4|8|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3192972571,,
scale_fixed_et_sensitivity|strict6|Quantile|4|8|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,75540500,,
scale_fixed_et_sensitivity|strict6|Quantile|4|8|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2094383483,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|8|Small,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2996461822,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|8|Medium,fixed_extra_trees,149,AFP;Output;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1358854800,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|8|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1952474384,,
scale_fixed_et_sensitivity|strict6|Global|4|9|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3612391593,,
scale_fixed_et_sensitivity|strict6|Global + MI|4|9|All,fixed_extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,4235016283,,
scale_fixed_et_sensitivity|strict6|Quantile|4|9|Small,fixed_extra_trees,152,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1717704624,,
scale_fixed_et_sensitivity|strict6|Quantile|4|9|Medium,fixed_extra_trees,147,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3982456297,,
scale_fixed_et_sensitivity|strict6|Quantile|4|9|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,637992168,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|9|Small,fixed_extra_trees,152,Input;Enquiry;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3083075336,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|9|Medium,fixed_extra_trees,147,Input;Output;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3101794178,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|9|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2363257397,,
scale_fixed_et_sensitivity|strict6|Global|4|10|All,fixed_extra_trees,450,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1757364791,,
scale_fixed_et_sensitivity|strict6|Global + MI|4|10|All,fixed_extra_trees,450,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1562013648,,
scale_fixed_et_sensitivity|strict6|Quantile|4|10|Small,fixed_extra_trees,152,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3112702788,,
scale_fixed_et_sensitivity|strict6|Quantile|4|10|Medium,fixed_extra_trees,148,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3359683460,,
scale_fixed_et_sensitivity|strict6|Quantile|4|10|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,734778079,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|10|Small,fixed_extra_trees,152,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1290107526,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|10|Medium,fixed_extra_trees,148,AFP;Output;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1887089160,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|4|10|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3074442124,,
scale_fixed_et_sensitivity|strict6|Global|5|1|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1697373145,,
scale_fixed_et_sensitivity|strict6|Global + MI|5|1|All,fixed_extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3293261939,,
scale_fixed_et_sensitivity|strict6|Quantile|5|1|Small,fixed_extra_trees,152,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2745026761,,
scale_fixed_et_sensitivity|strict6|Quantile|5|1|Medium,fixed_extra_trees,147,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2965748509,,
scale_fixed_et_sensitivity|strict6|Quantile|5|1|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3428275658,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|5|1|Small,fixed_extra_trees,152,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3225865840,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|5|1|Medium,fixed_extra_trees,147,AFP;Input;Output,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1067091073,,
scale_fixed_et_sensitivity|strict6|Quantile + MI|5|1|Large,fixed_extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1510372796,,
scale_fixed_et_sensitivity|strict6|Global|5|2|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1033640273,,
scale_fixed_et_sensitivity|strict6|Global + MI|5|2|All,fixed_extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,739519354,,
scale_fixed_et_sensitivity|strict6|Quantile|5|2|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1394559696,,
scale_fixed_et_sensitivity|strict6|Quantile|5|2|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1035299419,,
