family,feature_set,reference,comparator,mean_mae_difference_full_precision,mean_mae_difference_ci_2_5,mean_mae_difference_ci_97_5,median_project_difference,wilcoxon_W,wilcoxon_p_raw,rank_biserial,corrected_repeated_cv_t,corrected_repeated_cv_df,corrected_repeated_cv_p_raw,corrected_standard_error,mean_test_train_ratio,positive_difference_means_comparator_has_lower_mae,wilcoxon_p_holm,corrected_repeated_cv_p_holm
scale_fixed_et_sensitivity,strict6,Global,Global + MI,42.7769379409616,-35.3072840617569,120.002677922644,-51.7942535225347,58775,0.263953714107121,-0.0577154308617234,0.640960810192373,49,0.524534762746607,67.0427534858346,0.111111606038109,True,0.527907428214242,0.771787803713704
scale_fixed_et_sensitivity,strict6,Global,Quantile,-36.486137807749,-63.997553978332,-9.7752555847978,-4.47986001944389,57819,0.157436562658561,-0.0730420841683367,-1.6593877526823,49,0.103425597911207,22.0191629966841,0.111111606038109,True,0.472309687975682,0.31027679373362
scale_fixed_et_sensitivity,strict6,Global,Quantile + MI,52.8668442065169,-20.3021918787113,126.127850987117,-22.0080697621764,62015,0.911053747678766,-0.00577154308617234,0.874905162770083,49,0.385893901856852,60.7071918468696,0.111111606038109,True,0.911053747678766,0.771787803713704
scale_fixed_et_sensitivity,uncertain9,Global,Global + MI,14.8955667764566,-42.6480330122711,70.2469071745978,-1.90831753732473,62341,0.991582201542287,0.000545090180360721,0.462275717759753,49,0.645929772382966,32.4069174322808,0.111111606038109,True,0.991582201542287,0.645929772382966
scale_fixed_et_sensitivity,uncertain9,Global,Quantile,-40.482009905122,-70.2655327732502,-13.6427321598412,-2.02240613412232,55927,0.0454095013820685,-0.103374749498998,-1.98754980561173,49,0.0524652208735275,20.3894995612862,0.111111606038109,True,0.136228504146205,0.157395662620582
scale_fixed_et_sensitivity,uncertain9,Global,Quantile + MI,-40.0342142052496,-107.568030380625,25.4998377770875,-30.5674739859582,56959,0.0928392080728478,-0.0868296593186373,-1.06437960989361,49,0.292373906108344,37.6276731552663,0.111111606038109,True,0.185678416145696,0.584747812216689
